,station_name,installed_capacity,planned_capacity,winter_valley_18_19,winter_peak_18_19,summer_valley_18_19,summer_peak_18_19,winter_valley_16_17,winter_peak_16_17,summer_valley_16_17,summer_peak_16_17
1690,Cabra,20,20,2.8,3.6,0.9,1.3,6.0,4.8,0.0,3.1
1691,Cabra,,,2.8,3.6,0.9,1.3,1.3,1.7,0.9,1.5
1692,Cabra,,,0.8,1.4,0.8,0.4,0.0,0.0,0.7,0.4
1693,Cabra,,,2.0,2.3,0.2,0.8,1.3,1.7,0.2,1.1
1694,Caherdavin,20,20,5.8,7.8,2.6,4.7,6.0,8.6,2.5,4.6
1695,Caherdavin,10,10,2.3,3.3,1.2,2.1,2.4,3.5,1.0,1.8
1696,Caherdavin,,,2.4,3.4,1.2,2.2,2.5,3.6,1.0,1.9
1697,Caherdavin,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1698,Caherdavin,,,0.5,0.9,0.2,0.4,0.6,1.0,0.2,0.4
1699,Caherdavin,,,1.1,1.6,0.7,1.3,1.3,1.6,0.6,1.0
1700,Caherdavin,,,0.7,1.0,0.3,0.5,0.7,1.0,0.3,0.5
1701,Caherdavin,10,10,3.4,4.6,1.4,2.6,3.6,5.1,1.5,2.8
1702,Caherdavin,,,3.5,4.6,1.4,2.6,3.6,5.1,1.4,2.8
1703,Caherdavin,,,1.1,1.8,0.4,0.8,1.1,1.8,0.4,0.9
1704,Caherdavin,,,0.4,0.5,0.1,0.2,0.4,0.5,0.2,0.2
1705,Caherdavin,,,1.5,1.9,0.7,1.3,1.6,2.2,0.7,1.3
1706,Caherdavin,,,0.5,0.4,0.2,0.3,0.5,0.5,0.2,0.4
1707,Cahir,63,56.7,21.3,25.8,9.7,23.1,20.7,26.4,8.5,19.7
1708,Cahir,31.5,28.35,10.7,12.9,4.8,11.6,10.3,13.2,4.2,9.8
1709,Cahir,31.5,28.35,10.7,12.9,4.8,11.6,10.4,13.2,4.3,9.9
1710,Cahir,T141∥T142,,21.1,24.6,9.1,19.5,21.1,26.8,8.6,19.9
1711,Cahir,,,3.3,4.1,1.1,2.6,3.2,4.3,1.2,2.8
1712,Cahir,,,5.1,5.4,0.0,0.0,5.2,5.8,1.9,4.6
1713,Cahir,,,2.6,3.8,1.4,6.3,2.5,3.7,1.1,2.1
1714,Cahir,,,1.5,1.5,1.2,2.3,1.8,1.9,1.1,3.3
1715,Cahir,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1716,Cahir,,,1.9,1.9,1.9,1.9,2.1,3.5,1.0,1.9
1717,Cahir,,,6.7,7.8,3.5,6.4,6.3,7.7,2.3,5.2
1718,Cahir,20,20,8.3,9.5,3.4,7.9,8.1,9.8,3.1,7.2
1719,Cahir,10,10,3.3,4.1,1.1,2.6,3.2,4.3,1.2,2.7
1720,Cahir,,,3.3,4.1,1.1,2.6,3.0,4.2,1.2,2.7
1721,Cahir,,,0.9,1.1,0.3,0.6,0.8,1.2,0.3,0.6
1722,Cahir,,,2.0,2.3,0.6,1.6,1.8,2.3,0.6,1.7
1723,Cahir,,,0.4,0.7,0.2,0.4,0.5,0.7,0.2,0.4
1724,Cahir,10,10,5.1,5.4,2.3,5.3,4.9,5.6,1.9,4.5
1725,Cahir,,,5.1,5.4,2.3,5.3,5.1,5.7,1.9,4.5
1726,Cahir,,,0.5,0.5,0.2,0.3,0.4,0.5,0.1,0.3
1727,Cahir,,,3.5,3.4,1.7,4.2,3.6,3.7,1.2,3.5
1728,Cahir,,,1.1,1.5,0.5,0.8,1.1,1.5,0.5,0.7
1729,Cahircalla,10,9,5.6,7.5,2.2,4.8,5.5,7.5,2.3,4.9
1730,Cahircalla,5,4.5,2.8,3.8,1.1,2.4,2.7,3.6,1.1,2.4
1731,Cahircalla,5,4.5,2.8,3.8,1.1,2.4,2.9,3.9,1.3,2.6
1732,Cahircalla,,,5.7,7.5,2.3,4.9,5.7,7.5,2.3,5.0
1733,Cahircalla,,,0.9,1.3,0.4,0.7,1.0,1.4,0.4,0.7
1734,Cahircalla,,,1.8,2.7,0.9,1.6,1.7,2.5,0.9,1.6
1735,Cahircalla,,,1.9,2.0,0.6,1.7,1.9,2.0,0.7,1.9
1736,Cahircalla,,,1.1,1.5,0.4,0.9,1.1,1.7,0.4,0.8
1737,Callan,,,5.3,6.2,1.8,4.8,,,,
1738,Callan,,,2.6,3.1,0.9,2.4,,,,
1739,Callan,,,2.7,3.1,0.9,2.4,,,,
1740,Callan,,,0.0,0.0,0.0,0.0,,,,
1741,Callan,10,9,5.3,6.2,1.8,4.8,5.7,5.8,1.6,4.1
1742,Callan,5,4.5,2.6,3.1,0.9,2.4,2.8,2.8,0.8,2.0
1743,Callan,5,4.5,2.6,3.1,0.9,2.4,2.9,2.9,0.8,2.1
1744,Callan,,,5.4,6.6,1.8,4.9,5.7,6.2,1.7,4.0
1745,Callan,,,0.9,1.5,0.3,1.6,1.4,1.9,0.3,0.2
1746,Callan,,,0.5,0.8,0.2,0.4,0.5,0.8,0.3,1.5
1747,Callan,,,0.6,0.9,0.2,0.4,1.5,0.8,0.3,0.4
1748,Callan,,,3.3,3.4,1.1,2.5,2.3,2.7,0.8,1.9
1749,Callee,,,,,,,,,,
1750,Callee,,,,,,,,,,
1751,Camden Row,15,15,14.6,13.3,4.6,9.9,,,,
1752,Camden Row,15,15,14.6,13.3,4.6,9.9,,,,
1753,Camden Row,,,14.5,13.2,4.5,9.8,12.2,11.3,4.7,10.4
1754,Camden Row,,,1.2,1.1,0.4,0.8,1.1,1.1,0.4,0.8
1755,Camden Row,,,1.3,1.1,0.6,1.2,1.4,1.2,0.6,1.3
1756,Camden Row,,,3.3,2.8,0.4,0.8,0.8,0.7,0.3,0.5
1757,Camden Row,,,2.1,1.9,0.7,1.6,2.1,2.0,0.9,1.8
1758,Camden Row,,,0.8,0.9,0.3,0.5,1.1,1.2,0.4,0.9
1759,Camden Row,,,0.8,0.7,0.2,0.4,0.8,0.7,0.2,0.5
1760,Camden Row,,,0.7,0.7,0.2,0.5,0.6,0.7,0.3,0.5
1761,Camden Row,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1762,Camden Row,,,4.3,3.9,1.6,3.9,4.4,3.7,1.6,4.1
1763,Cappamore,20,19,4.5,6.1,1.6,3.0,4.3,6.4,1.6,3.6
1764,Cappamore,5,4.5,2.3,3.1,0.8,1.5,2.2,3.3,0.8,1.8
1765,Cappamore,5,4.5,2.3,3.1,0.8,1.5,2.1,3.2,0.8,1.8
1766,Cappamore,,,5.2,7.3,1.9,3.5,4.4,6.1,1.7,3.6
1767,Cappamore,,,0.7,1.0,0.3,0.5,1.5,2.4,0.6,1.1
1768,Cappamore,,,1.4,2.2,0.6,1.1,1.4,2.3,0.5,1.1
1769,Cappamore,,,1.7,1.8,0.5,0.8,1.4,1.0,0.5,1.2
1770,Cappamore,,,0.7,1.1,0.2,0.5,0.2,0.4,0.1,0.2
1771,Cappamore,,,0.7,1.1,0.3,0.6,,,,
1772,Cappamore,10,10,,,,,,,,
1773,Cappamore,,,,,,,,,,
1774,Cappamore,,,,,,,,,,
1775,Cark,,,,,,,,,,
1776,Cark,,,,,,,,,,
1777,Carlow,126,113.4,56.3,64.1,20.3,46.2,53.3,62.2,18.3,52.2
1778,Carlow,63,56.7,28.2,32.1,10.1,23.1,26.7,31.1,9.2,26.1
1779,Carlow,63,56.7,28.2,32.1,10.1,23.1,26.6,31.1,9.1,26.1
1780,Carlow,T141∥T142,,72.7,75.7,20.3,47.2,54.1,64.3,18.1,50.9
1781,Carlow,,,27.1,27.3,5.8,14.0,13.5,17.6,5.0,13.2
1782,Carlow,,,14.2,16.5,5.0,8.8,13.3,16.4,4.5,14.0
1783,Carlow,,,10.6,11.0,3.1,9.1,11.4,11.6,2.6,8.2
1784,Carlow,,,20.8,20.8,6.4,15.3,15.9,18.8,6.1,15.5
1785,Carndonagh,10,9,4.9,6.2,1.9,4.3,4.2,5.4,1.6,2.2
1786,Carndonagh,5,4.5,2.5,3.1,0.9,2.1,2.1,2.6,0.8,1.1
1787,Carndonagh,5,4.5,2.5,3.1,0.9,2.1,2.1,2.8,0.8,1.1
1788,Carndonagh,T421∥T422,,4.9,6.2,1.8,4.3,4.1,5.3,1.5,2.4
1789,Carndonagh,,,1.2,1.8,0.6,1.1,0.8,1.3,0.6,1.0
1790,Carndonagh,,,0.9,1.2,0.3,0.8,0.0,0.0,0.0,
1791,Carndonagh,,,1.2,1.0,0.3,0.9,1.4,1.1,0.3,0.9
1792,Carndonagh,,,0.6,1.0,0.2,0.8,1.0,1.5,0.3,0.5
1793,Carndonagh,,,1.0,1.2,0.3,0.8,1.0,1.4,0.3,
1794,Carnsore,,,,,,,,,,
1795,Carnsore,,,,,,,,,,
1805,Caroline Street,,,0.0,0.0,4.1,,,,,
1806,Caroline Street,,,0.0,0.0,0.0,,,,,
1807,Caroline Street,,,0.0,0.0,0.0,,,,,
1808,Caroline Street,,,0.0,0.0,0.0,,,,,
1809,Caroline Street,,,0.0,0.0,0.0,,,,,
1810,Caroline Street,,,0.0,0.0,0.0,,,,,
1811,Caroline Street,,,0.0,0.0,0.0,,,,,
1812,Caroline Street,,,0.0,0.0,0.0,,,,,
1813,Caroline Street,,,0.0,0.0,4.1,,,,,
1814,Caroline Street,,,0.0,0.0,0.0,,,,,
1815,Caroline Street,,,0.0,0.0,0.0,,,,,
1816,Caroline Street,,,0.0,0.0,0.0,,,,,
1817,Caroline Street,,,0.0,0.0,0.0,,,,,
1818,Caroline Street,,,0.0,0.0,0.0,,,,,
1819,Caroline Street,,,0.0,0.0,0.0,,,,,
1820,Carranstown,,{21.58},,,,,,,,
1821,Carranstown,,{21.58},,,,,,,,
1822,Carraroe,5,,3.7,0.0,0.0,,,,,
1823,Carraroe,5,,3.7,0.0,0.0,,,,,
1824,Carraroe,,,3.2,0.0,0.0,3.7,3.7,,,
1825,Carraroe,,,0.1,0.0,0.0,0.8,0.8,,,
1826,Carraroe,,,0.7,0.0,0.0,0.9,0.9,,,
1827,Carraroe,,,2.3,0.0,0.0,2.0,2.0,,,
1828,Carrick On ShannonT141∥T142,56.7,{0.14},27.8,9.9,20.8,22.2,28.2,9.2,18.5,
1829,Carrick On ShannonT141∥T142,28.35,,13.9,5.0,10.4,11.1,14.1,4.6,9.3,
1830,Carrick On ShannonT141∥T142,28.35,{0.14},13.9,5.0,10.4,11.1,14.0,4.6,9.2,
1831,Carrick On ShannonT141∥T142,,,27.3,9.8,19.9,14.1,19.0,6.4,12.0,
1832,Carrick On ShannonT141∥T142,,,4.6,1.6,3.2,3.7,5.1,1.8,3.5,
1833,Carrick On ShannonT141∥T142,,,8.0,2.7,6.6,6.1,8.1,2.7,5.2,
1834,Carrick On ShannonT141∥T142,,{0.14},6.5,2.3,4.2,4.3,5.7,1.9,3.3,
1835,Carrick On ShannonT141∥T142,,,4.3,1.7,3.0,,,,,
1836,Carrick On ShannonT141∥T142,,,4.0,1.5,2.9,,,,,
1837,Carrick On ShannonT41∥T42,9,,8.2,3.2,5.9,6.7,7.8,2.8,5.5,
1838,Carrick On ShannonT41∥T42,4.5,,4.1,1.6,3.0,3.5,4.1,1.5,2.9,
1839,Carrick On ShannonT41∥T42,4.5,,4.1,1.6,3.0,3.2,3.8,1.3,2.6,
1840,Carrick On ShannonT41∥T42,,,8.7,3.1,6.0,7.2,8.4,3.1,6.0,
1841,Carrick On ShannonT41∥T42,,,2.2,0.8,1.8,2.2,2.1,0.8,1.7,
1842,Carrick On ShannonT41∥T42,,,2.6,0.9,1.5,1.8,2.5,0.9,1.4,
1843,Carrick On ShannonT41∥T42,,,0.8,0.2,0.3,0.5,0.8,0.2,0.4,
1844,Carrick On ShannonT41∥T42,,,1.1,0.7,0.8,1.1,1.2,0.5,0.9,
1845,Carrick On ShannonT41∥T42,,,1.9,0.5,1.6,1.7,1.8,0.7,1.6,
1846,Carrickmacross,20,,14.6,4.6,11.6,12.8,14.0,4.5,11.1,
1847,Carrickmacross,10,,9.6,2.9,7.2,6.4,7.0,2.9,6.8,
1848,Carrickmacross,,,9.4,2.8,6.9,7.6,8.9,2.7,6.5,
1849,Carrickmacross,,,2.4,0.9,2.3,2.4,2.3,1.0,2.5,
1850,Carrickmacross,,,2.5,0.6,1.4,1.9,2.8,0.6,1.2,
1851,Carrickmacross,,,2.5,0.8,1.7,1.7,1.8,0.6,1.5,
1852,Carrickmacross,,,2.0,0.6,1.5,1.7,2.0,0.5,1.4,
1853,Carrickmacross,10,,5.0,1.7,4.5,6.4,7.0,1.6,4.3,
1854,Carrickmacross,,,5.0,1.7,4.4,4.8,4.8,1.7,4.1,
1855,Carrickmacross,,,2.1,1.2,1.9,2.3,2.2,1.1,2.1,
1856,Carrickmacross,,,0.7,0.2,0.4,0.4,0.7,0.2,0.0,
1857,Carrickmacross,,,0.9,0.0,0.8,0.7,0.7,0.0,0.7,
1858,Carrickmacross,,,1.3,0.3,1.3,1.4,1.3,0.3,1.3,
1859,Carrickmines,1000,,205.3,108.8,219.4,,,,,
1860,Carrickmines,250,,0.2,0.3,0.3,,,,,
1861,Carrickmines,,,0.0,0.0,0.0,,,,,
1862,Carrickmines,,,0.0,0.0,0.0,,,,,
1863,Carrickmines,250,,101.9,0.2,108.9,,,,,
1864,Carrickmines,,,0.0,0.0,0.0,,,,,
1865,Carrickmines,,,0.0,0.0,0.0,,,,,
1866,Carrickmines,250,,103.2,54.0,110.3,,,,,
1867,Carrickmines,,,29.6,10.1,29.3,,,,,
1868,Carrickmines,,,0.0,0.0,0.0,,,,,
1869,Carrickmines,,,0.0,0.2,11.1,,,,,
1870,Carrickmines,,,29.3,9.6,17.9,,,,,
1871,Carrickmines,,,0.2,0.3,0.3,,,,,
1872,Carrickmines,250,,0.0,54.2,0.0,,,,,
1873,Carrickmines,,,34.8,11.0,24.7,,,,,
1874,Carrickmines,,,0.0,0.0,0.0,,,,,
1875,Carrickmines,,,0.0,0.0,0.0,,,,,
1876,Carrickmines,,,34.8,11.0,24.7,,,,,
1877,Carrickmines,,,0.0,0.0,0.0,,,,,
1878,Carrickmines,113.4,{2.06},70.6,22.7,50.3,51.1,67.3,19.0,49.3,
1879,Carrickmines,56.7,,35.3,11.3,25.2,25.7,33.8,9.5,24.8,
1880,Carrickmines,56.7,{2.06},35.3,11.3,25.2,25.5,33.5,9.5,24.5,
1881,Carrickmines,,,71.5,34.1,49.3,51.0,66.9,18.9,51.2,
1882,Carrickmines,,,8.8,3.4,5.9,6.6,9.0,3.1,9.1,
1883,Carrickmines,,,5.5,2.1,3.7,4.2,5.5,2.0,1.3,
1884,Carrickmines,,,8.7,5.0,10.7,8.5,8.9,2.8,7.3,
1885,Carrickmines,,,13.5,4.4,7.6,9.7,13.8,2.1,14.9,
1886,Carrickmines,,,0.0,0.0,0.0,4.1,5.3,1.7,3.2,
1887,Carrickmines,,,14.1,5.0,16.7,10.3,12.9,4.0,8.5,
1888,Carrickmines,,,12.0,11.8,0.0,,,,,
1889,Carrickmines,,{2.06},0.7,0.5,0.5,5.4,3.8,2.7,1.7,
1890,Carrickmines,,,8.2,2.1,4.3,2.3,7.6,0.5,5.2,
1891,Carrickmines,25,{2.06},13.5,3.7,7.1,7.5,11.4,3.1,6.9,
1892,Carrickmines,10,,8.2,2.1,4.3,5.1,7.6,1.8,5.1,
1893,Carrickmines,,,8.2,2.1,4.2,3.5,4.6,1.1,3.6,
1894,Carrickmines,,,0.2,0.0,0.0,0.0,0.0,0.0,0.1,
1895,Carrickmines,,,2.8,0.8,1.6,2.0,2.1,0.5,2.4,
1896,Carrickmines,,,2.4,0.6,1.1,1.5,2.5,0.6,1.1,
1897,Carrickmines,,,2.7,0.7,1.5,,,,,
1898,Carrickmines,15,{2.06},5.3,1.6,2.8,2.3,3.8,1.3,1.8,
1899,Carrickmines,,,5.3,1.5,2.2,2.3,3.7,1.1,1.7,
1900,Carrickmines,,{2.06},,,,,,,,
1901,Carrickmines,,,2.4,0.7,1.0,1.0,1.8,0.5,0.7,
1902,Carrickmines,,,1.8,0.6,0.3,1.1,1.8,0.6,0.9,
1903,Carrickmines,,,1.0,0.2,0.9,,,,,
1904,Carrickmines,,,0.0,0.0,0.0,,,,,
1905,Carrickmines,,,0.1,0.0,0.1,0.2,0.2,0.0,0.0,
1906,Carrickmines,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1907,Carrigaline,9,,9.1,2.1,4.2,5.6,9.1,2.2,4.2,
1908,Carrigaline,4.5,,4.5,1.0,2.1,2.8,4.5,1.1,2.1,
1909,Carrigaline,4.5,,4.5,1.0,2.1,2.7,4.6,1.1,2.1,
1910,Carrigaline,,,9.1,1.7,4.1,5.4,9.1,2.1,4.2,
1920,Caroline Street,,,0.0,0.0,4.1,,,,,
1921,Caroline Street,,,0.0,0.0,0.0,,,,,
1922,Caroline Street,,,0.0,0.0,0.0,,,,,
1923,Caroline Street,,,0.0,0.0,0.0,,,,,
1924,Caroline Street,,,0.0,0.0,0.0,,,,,
1925,Caroline Street,,,0.0,0.0,0.0,,,,,
1926,Caroline Street,,,0.0,0.0,0.0,,,,,
1927,Caroline Street,,,0.0,0.0,0.0,,,,,
1928,Caroline Street,,,0.0,0.0,4.1,,,,,
1929,Caroline Street,,,0.0,0.0,0.0,,,,,
1930,Caroline Street,,,0.0,0.0,0.0,,,,,
1931,Caroline Street,,,0.0,0.0,0.0,,,,,
1932,Caroline Street,,,0.0,0.0,0.0,,,,,
1933,Caroline Street,,,0.0,0.0,0.0,,,,,
1934,Caroline Street,,,0.0,0.0,0.0,,,,,
1935,Carranstown,,{21.58},,,,,,,,
1936,Carranstown,,{21.58},,,,,,,,
1937,Carraroe,5,,3.7,0.0,0.0,,,,,
1938,Carraroe,5,,3.7,0.0,0.0,,,,,
1939,Carraroe,,,3.2,0.0,0.0,3.7,3.7,,,
1940,Carraroe,,,0.1,0.0,0.0,0.8,0.8,,,
1941,Carraroe,,,0.7,0.0,0.0,0.9,0.9,,,
1942,Carraroe,,,2.3,0.0,0.0,2.0,2.0,,,
1943,Carrick On ShannonT141∥T142,56.7,{0.14},27.8,9.9,20.8,22.2,28.2,9.2,18.5,
1944,Carrick On ShannonT141∥T142,28.35,,13.9,5.0,10.4,11.1,14.1,4.6,9.3,
1945,Carrick On ShannonT141∥T142,28.35,{0.14},13.9,5.0,10.4,11.1,14.0,4.6,9.2,
1946,Carrick On ShannonT141∥T142,,,27.3,9.8,19.9,14.1,19.0,6.4,12.0,
1947,Carrick On ShannonT141∥T142,,,4.6,1.6,3.2,3.7,5.1,1.8,3.5,
1948,Carrick On ShannonT141∥T142,,,8.0,2.7,6.6,6.1,8.1,2.7,5.2,
1949,Carrick On ShannonT141∥T142,,{0.14},6.5,2.3,4.2,4.3,5.7,1.9,3.3,
1950,Carrick On ShannonT141∥T142,,,4.3,1.7,3.0,,,,,
1951,Carrick On ShannonT141∥T142,,,4.0,1.5,2.9,,,,,
1952,Carrick On ShannonT41∥T42,9,,8.2,3.2,5.9,6.7,7.8,2.8,5.5,
1953,Carrick On ShannonT41∥T42,4.5,,4.1,1.6,3.0,3.5,4.1,1.5,2.9,
1954,Carrick On ShannonT41∥T42,4.5,,4.1,1.6,3.0,3.2,3.8,1.3,2.6,
1955,Carrick On ShannonT41∥T42,,,8.7,3.1,6.0,7.2,8.4,3.1,6.0,
1956,Carrick On ShannonT41∥T42,,,2.2,0.8,1.8,2.2,2.1,0.8,1.7,
1957,Carrick On ShannonT41∥T42,,,2.6,0.9,1.5,1.8,2.5,0.9,1.4,
1958,Carrick On ShannonT41∥T42,,,0.8,0.2,0.3,0.5,0.8,0.2,0.4,
1959,Carrick On ShannonT41∥T42,,,1.1,0.7,0.8,1.1,1.2,0.5,0.9,
1960,Carrick On ShannonT41∥T42,,,1.9,0.5,1.6,1.7,1.8,0.7,1.6,
1961,Carrickmacross,20,,14.6,4.6,11.6,12.8,14.0,4.5,11.1,
1962,Carrickmacross,10,,9.6,2.9,7.2,6.4,7.0,2.9,6.8,
1963,Carrickmacross,,,9.4,2.8,6.9,7.6,8.9,2.7,6.5,
1964,Carrickmacross,,,2.4,0.9,2.3,2.4,2.3,1.0,2.5,
1965,Carrickmacross,,,2.5,0.6,1.4,1.9,2.8,0.6,1.2,
1966,Carrickmacross,,,2.5,0.8,1.7,1.7,1.8,0.6,1.5,
1967,Carrickmacross,,,2.0,0.6,1.5,1.7,2.0,0.5,1.4,
1968,Carrickmacross,10,,5.0,1.7,4.5,6.4,7.0,1.6,4.3,
1969,Carrickmacross,,,5.0,1.7,4.4,4.8,4.8,1.7,4.1,
1970,Carrickmacross,,,2.1,1.2,1.9,2.3,2.2,1.1,2.1,
1971,Carrickmacross,,,0.7,0.2,0.4,0.4,0.7,0.2,0.0,
1972,Carrickmacross,,,0.9,0.0,0.8,0.7,0.7,0.0,0.7,
1973,Carrickmacross,,,1.3,0.3,1.3,1.4,1.3,0.3,1.3,
1974,Carrickmines,1000,,205.3,108.8,219.4,,,,,
1975,Carrickmines,250,,0.2,0.3,0.3,,,,,
1976,Carrickmines,,,0.0,0.0,0.0,,,,,
1977,Carrickmines,,,0.0,0.0,0.0,,,,,
1978,Carrickmines,250,,101.9,0.2,108.9,,,,,
1979,Carrickmines,,,0.0,0.0,0.0,,,,,
1980,Carrickmines,,,0.0,0.0,0.0,,,,,
1981,Carrickmines,250,,103.2,54.0,110.3,,,,,
1982,Carrickmines,,,29.6,10.1,29.3,,,,,
1983,Carrickmines,,,0.0,0.0,0.0,,,,,
1984,Carrickmines,,,0.0,0.2,11.1,,,,,
1985,Carrickmines,,,29.3,9.6,17.9,,,,,
1986,Carrickmines,,,0.2,0.3,0.3,,,,,
1987,Carrickmines,250,,0.0,54.2,0.0,,,,,
1988,Carrickmines,,,34.8,11.0,24.7,,,,,
1989,Carrickmines,,,0.0,0.0,0.0,,,,,
1990,Carrickmines,,,0.0,0.0,0.0,,,,,
1991,Carrickmines,,,34.8,11.0,24.7,,,,,
1992,Carrickmines,,,0.0,0.0,0.0,,,,,
1993,Carrickmines,113.4,{2.06},70.6,22.7,50.3,51.1,67.3,19.0,49.3,
1994,Carrickmines,56.7,,35.3,11.3,25.2,25.7,33.8,9.5,24.8,
1995,Carrickmines,56.7,{2.06},35.3,11.3,25.2,25.5,33.5,9.5,24.5,
1996,Carrickmines,,,71.5,34.1,49.3,51.0,66.9,18.9,51.2,
1997,Carrickmines,,,8.8,3.4,5.9,6.6,9.0,3.1,9.1,
1998,Carrickmines,,,5.5,2.1,3.7,4.2,5.5,2.0,1.3,
1999,Carrickmines,,,8.7,5.0,10.7,8.5,8.9,2.8,7.3,
2000,Carrickmines,,,13.5,4.4,7.6,9.7,13.8,2.1,14.9,
2001,Carrickmines,,,0.0,0.0,0.0,4.1,5.3,1.7,3.2,
2002,Carrickmines,,,14.1,5.0,16.7,10.3,12.9,4.0,8.5,
2003,Carrickmines,,,12.0,11.8,0.0,,,,,
2004,Carrickmines,,{2.06},0.7,0.5,0.5,5.4,3.8,2.7,1.7,
2005,Carrickmines,,,8.2,2.1,4.3,2.3,7.6,0.5,5.2,
2006,Carrickmines,25,{2.06},13.5,3.7,7.1,7.5,11.4,3.1,6.9,
2007,Carrickmines,10,,8.2,2.1,4.3,5.1,7.6,1.8,5.1,
2008,Carrickmines,,,8.2,2.1,4.2,3.5,4.6,1.1,3.6,
2009,Carrickmines,,,0.2,0.0,0.0,0.0,0.0,0.0,0.1,
2010,Carrickmines,,,2.8,0.8,1.6,2.0,2.1,0.5,2.4,
2011,Carrickmines,,,2.4,0.6,1.1,1.5,2.5,0.6,1.1,
2012,Carrickmines,,,2.7,0.7,1.5,,,,,
2013,Carrickmines,15,{2.06},5.3,1.6,2.8,2.3,3.8,1.3,1.8,
2014,Carrickmines,,,5.3,1.5,2.2,2.3,3.7,1.1,1.7,
2015,Carrickmines,,{2.06},,,,,,,,
2016,Carrickmines,,,2.4,0.7,1.0,1.0,1.8,0.5,0.7,
2017,Carrickmines,,,1.8,0.6,0.3,1.1,1.8,0.6,0.9,
2018,Carrickmines,,,1.0,0.2,0.9,,,,,
2019,Carrickmines,,,0.0,0.0,0.0,,,,,
2020,Carrickmines,,,0.1,0.0,0.1,0.2,0.2,0.0,0.0,
2021,Carrickmines,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2022,Carrigaline,9,,9.1,2.1,4.2,5.6,9.1,2.2,4.2,
2023,Carrigaline,4.5,,4.5,1.0,2.1,2.8,4.5,1.1,2.1,
2024,Carrigaline,4.5,,4.5,1.0,2.1,2.7,4.6,1.1,2.1,
2025,Carrigaline,,,9.1,1.7,4.1,5.4,9.1,2.1,4.2,
2035,Carrigaline,,,0.5,0.4,0.2,0.3,0.3,0.3,0.1,0.2
2036,Carrigaline,,,0.9,1.5,0.3,0.6,0.8,1.6,0.3,1.6
2037,Carrigaline,,,1.6,2.7,0.6,1.1,1.6,2.8,0.6,0.2
2038,Carrigaline,,,0.6,1.0,0.2,0.4,0.6,1.0,0.2,0.4
2039,Carrigaline,,,2.5,3.5,0.5,1.6,2.2,3.5,0.9,1.7
2040,Carrigaline,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2041,Carrigallen,5,5,1.6,2.4,0.8,2.0,,,,
2042,Carrigallen,5,5,1.6,2.4,0.8,2.0,,,,
2043,Carrigallen,,,1.6,2.5,0.8,2.1,1.9,2.8,1.0,1.8
2044,Carrigallen,,,0.9,1.3,0.4,0.6,0.8,1.3,0.4,0.7
2045,Carrigallen,,,0.1,0.1,0.0,0.9,0.7,1.0,0.4,0.9
2046,Carrigallen,,,0.4,0.5,0.1,0.4,,,,
2047,Carrigallen,,,0.3,0.6,0.2,0.3,0.3,0.5,0.2,0.3
2048,Carriglawn,10,9,6.7,6.5,2.2,4.7,0.0,0.0,2.1,4.6
2049,Carriglawn,5,4.5,3.3,3.2,1.1,2.3,0.0,0.0,1.1,2.4
2050,Carriglawn,5,4.5,3.3,3.2,1.1,2.3,0.0,0.0,1.0,2.2
2051,Carriglawn,,,6.6,6.5,2.1,4.7,0.0,0.0,2.1,4.6
2052,Carriglawn,,,4.3,3.9,1.1,2.9,0.0,0.0,1.0,2.8
2053,Carriglawn,,,1.0,1.2,0.3,0.6,0.0,0.0,0.4,0.6
2054,Carriglawn,,,0.3,0.4,0.1,0.3,0.0,0.0,0.1,0.3
2055,Carriglawn,,,1.0,0.9,0.6,0.9,0.0,0.0,0.6,0.9
2056,Carrigshane,10,9,3.8,5.5,1.6,2.7,4.3,5.9,1.8,4.1
2057,Carrigshane,5,4.5,1.9,2.8,0.8,1.4,2.3,3.1,1.0,2.1
2058,Carrigshane,5,4.5,1.9,2.8,0.8,1.4,2.1,2.9,0.9,2.0
2059,Carrigshane,,,3.8,5.5,1.6,2.7,4.3,5.9,1.9,4.0
2060,Carrigshane,,,2.6,3.4,1.0,1.9,3.1,3.8,1.3,3.2
2061,Carrigshane,,,0.1,0.2,0.0,0.1,0.1,0.2,0.0,0.1
2062,Carrigshane,,,1.1,1.9,0.5,0.8,1.2,1.9,0.5,0.8
2063,Carrigthomas,,,,,,,,,,
2064,Carrigthomas,,,,,,,,,,
2065,Carrigtowhill,5,5,2.0,1.8,0.0,0.0,,,,
2066,Carrigtowhill,5,5,2.0,1.8,0.0,0.0,,,,
2067,Carrigtowhill,,,2.0,1.8,0.0,0.0,2.3,1.8,,
2068,Carrigtowhill,,,0.6,0.5,0.0,0.0,0.9,0.5,,
2069,Carrigtowhill,,,1.5,1.3,0.0,0.0,1.5,1.3,,
2070,Carrowbeg,31.5,31.5,15.6,17.2,8.8,16.5,,,,
2071,Carrowbeg,31.5,31.5,15.6,17.2,8.8,16.5,,,,
